transaction_amount,transaction_date,merchant_id,customer_id,transaction_type,location,card_type,card_number,is_fraud
860.89,2023-08-23 23:05:19,558155cc-f553-41ad-8906-de69a66e6f9b,ae6226aa-82f9-4545-9d33-d713c94bc83b,refund,East Levi,credit,4181367106684965,1
883.4,2023-05-17 16:45:23,f9b4a7a8-88cd-4153-8528-8b8b07f57162,69cf947a-98b2-48f0-8819-e54cbc3ee156,refund,New Rogerview,credit,4021789454678580,1
84.8,2023-07-20 21:53:56,7b4a7532-7626-4628-ab70-819d9cc0584e,ccdaa795-8598-443a-8237-69e38c66b52d,purchase,Tashaburgh,credit,4416871218339854,1
188.02,2023-07-26 09:53:19,06c65f7b-0c8a-4f7d-b3ce-51af44121317,41f5a80b-f086-4419-930b-f1859281c3d9,refund,Chenburgh,credit,4347873835188445,1
468.99,2023-01-16 12:07:12,d57d11a9-0954-4c44-aea9-918b63130fbb,d4c4e547-81f0-4fa8-8e67-74c9fa5b4e4a,transfer,New Carlaton,debit,5222975810408068,0
957.01,2023-06-01 18:32:22,8fba845a-2d44-44c7-90a6-bf25459f20c0,88b7814b-e18e-40a2-9af1-8c4fea0d166f,transfer,East Todd,debit,5045051386722166,1
49.26,2023-05-04 15:45:36,93439cb5-2457-47e0-8aff-b3a25fd73feb,72edb8b0-4914-4747-a4a0-b586cd4bdc0e,transfer,New Matthew,credit,4168117532573590,1
326.44,2023-05-29 18:15:57,c3dc0374-a15f-4b7b-b783-d1832ee9b4e2,d070c19a-343f-42fb-829c-364dc7066ba2,transfer,Lake Williamland,debit,5669265342473448,0
981.64,2023-08-24 08:52:18,2e5b495a-666e-437f-b76c-289e24494d70,06933e3b-a9a2-4ff2-a3ad-af9d68ce394d,purchase,Port Justin,debit,5634584566097055,1
325.67,2023-05-21 05:36:11,7ebc5bf4-485e-4987-94b5-b3f6cfcc6b9f,0fa970e5-d519-4424-ba42-4adbf2cb820c,refund,West Robert,debit,5531829845991736,1
109.1,2023-01-04 12:48:27,5d123e36-26c0-4479-8cf6-7e54f7f44f7d,f7a7ba02-fb4d-4101-8857-43b0539a9446,refund,Anthonymouth,debit,5035608307061746,1
830.37,2023-07-10 01:58:45,6354b469-322f-4e09-b9ea-05f447c1a886,9793da2e-f5d4-486f-8451-0bbd93e71997,transfer,Port Dominique,debit,5723586076937867,0
900.87,2023-09-04 07:45:50,874b67f1-3a89-482e-90c7-e21e4f36ec93,2c7b4e24-c2fa-485d-8695-3d1a469a9c58,transfer,Moniqueton,debit,5749356042961353,1
800.86,2022-12-05 04:39:25,b8678b47-57c1-4ca4-852a-4c9b1f920ca4,c7e86e3e-9bc8-4eab-805b-f2b71fe9c63c,purchase,Lake James,debit,5400082082610953,0
483.48,2022-12-28 03:43:37,4799f461-5063-4d04-98bc-800102128ecf,206af45b-75be-43b3-b1e1-3a812a9156b3,refund,New Ashley,debit,5301422756568246,0
362.71,2023-02-02 06:06:52,aeebbfa4-cc48-4c09-a9cb-50696457ed6d,5265eeef-d61b-4e42-b6c9-fa19792662aa,transfer,Laurenborough,debit,5871797807804216,0
374.47,2023-04-01 00:54:33,d586b82a-298a-4536-8c76-15307ba5bf4a,ff29ac66-de55-4be1-9610-8ceb95595fc0,refund,Lisaberg,debit,5420307058689334,0
160.29,2022-10-18 04:31:41,ea0c457d-ea15-444c-abe7-5d9b343c9215,159bc8ef-0b86-471c-86ba-0d81c97b3359,refund,South Brittney,debit,5317686109375202,1
465.68,2023-01-31 17:44:35,56071ca2-e309-47c9-bc12-850506441f5f,6a2444e8-6d01-422b-882c-6c8f3f91d004,transfer,Port Derek,credit,4808228319841883,0
655.57,2023-02-28 06:21:52,875de41f-eb8d-4bd0-8da2-aff0cafda9ff,0aa7ca34-4f90-4789-8d4e-6a70a274faac,refund,Rodriguezhaven,debit,5662907644288750,0
147.5,2022-12-07 15:38:00,ca66b2d1-f843-49cc-9aa0-ecd3a7f55e09,d0b967fd-e561-46bb-af8e-0fef542625c7,refund,Shafferville,debit,5490504227593834,0
582.8,2023-03-22 14:54:37,56f9d225-152a-4d71-b7d3-e15b159df862,249b0c43-594d-4873-8b60-712b04a40425,purchase,Johnsonstad,debit,5417987050981436,0
597.67,2022-12-25 03:32:16,e0890724-69fc-4b83-97b6-f7ea49008e50,fbf18efb-7eed-4bb9-9e21-c7827d61dd71,refund,Hugheston,credit,4697521373071068,1
44.61,2023-03-27 02:54:34,3b2be09d-ac3c-49fc-a26a-cfd4091164aa,5097e615-dad5-4b7e-a37f-9d8cfe8e0a9a,purchase,New Markchester,debit,5470057879807836,0
628.15,2023-08-25 02:29:24,93c63daf-7bb9-471c-92d2-874d001d1b86,ae31fe7b-aeb9-4cd6-94aa-bf5c4f002665,refund,Meyershire,credit,4980380547689280,1
424.56,2023-07-08 01:40:48,a56b375b-790a-4621-b0e5-f993013ec79e,44afa55a-ff1e-4ada-a0ad-5b71eab37b85,refund,South Janet,credit,4936881084096209,1
106.06,2023-01-28 04:13:16,9fb21b8b-3d6c-4cb7-a580-20508fec9ee3,87ba2f8f-38dd-4212-9d76-516f6e124b3b,refund,Stephenbury,credit,4243838818744397,1
572.35,2023-01-03 00:06:35,2b52717f-3afa-427f-964a-3eb3d74f2219,5a39d2f5-496d-4c35-8c58-bf9128f4071c,purchase,Port Stacy,credit,4561961347920826,0
110.76,2023-03-27 19:55:08,e4208da4-5e22-443c-bd27-4868e1bedeb7,d0261acd-fb45-4081-a37b-9c6d4f568b5d,purchase,Paulland,credit,4647929085716231,0
469.64,2023-05-23 01:32:18,e704074f-233f-4011-9b9d-cef858029ba4,71c79ffb-fb3d-4df0-9e05-46302b803ea5,refund,South Brittany,credit,4440401326975105,1
206.32,2023-02-23 06:21:05,5aaa4892-5395-4a62-bb5c-63b1ace07f25,054d788b-5af1-493e-981c-3528a952f720,refund,South Gina,credit,4885852784372738,0
462.04,2022-11-20 22:02:20,d30acb02-7d94-417f-9c38-6cb55415c00b,3b3ea8d8-2f78-4878-a3d7-184deabd07b9,refund,Hoganside,credit,4881325478477721,0
139.27,2023-02-13 19:21:07,1a19da39-7805-4861-99f5-3d0439bd3938,2ab6bd92-726d-468d-a623-f10b22a6cba3,refund,Port Michael,credit,4278595259138160,1
207.81,2022-12-26 08:58:39,947d6a76-20b4-4a42-b8e9-7209f4247e9d,6b90a759-04b7-45f4-b62b-ec1755d5d24d,refund,South Kimberly,debit,5037137658178217,0
388.11,2023-02-28 13:45:34,878b6d4c-16be-45e2-a887-022fdc59be4f,4993f656-447f-4e53-8429-16d1825e5337,refund,Philipborough,debit,5363547905666014,0
780.16,2023-09-02 15:34:52,a5d9d6ef-297c-4bfb-b94b-7ec84e9f8076,0ea706ed-1018-4f65-b410-c5286d4529f4,purchase,West Jillmouth,debit,5302071908234301,1
720.64,2023-01-04 12:07:48,59294cb9-62b0-4471-bc47-9e23e78ff5bb,aed53aa5-f50a-4f3c-a183-9a6e7fb2a0a8,refund,West George,credit,4039975026415811,1
419.19,2023-04-11 19:54:33,59698d43-f04f-44bc-ae29-216f47f8fec7,dd0ce6c1-80b3-4cda-829d-47f60c6d7aba,purchase,Loganside,debit,5483715000349310,0
745.1,2023-02-16 17:30:54,438b3d64-bca7-46e1-ac9c-5b50fc031cc2,d9f4b470-9902-4534-a9a9-e9ef2a6ccdd0,purchase,Greerberg,credit,4513079837561193,1
604.88,2023-06-01 00:11:25,8f5bd28b-1e56-439f-9ed2-bbd365d950f7,ea9f2a2f-d5c8-4896-9cf6-ae79844c3717,transfer,New Katie,credit,4888897054460593,1
188.44,2023-08-28 16:45:03,45185640-0b80-4ebd-ad6a-cef7f35c8032,9ff3c403-c232-43d0-b0c7-29596afd3123,refund,Maldonadoland,credit,4778629860142754,1
827.54,2023-04-23 07:35:00,83add25d-1211-4ba0-be46-d86a2d2dc703,f3acb9f3-46c0-450e-a97a-abd683ef188f,refund,East Sarah,debit,5236260174282736,1
928.59,2023-08-06 12:33:45,d578f0e7-489c-4d63-8baf-d0db35f5d465,0cf941a9-a208-4084-a39e-ea348e564e71,transfer,Lake Jasonchester,credit,4326069860077706,1
366.07,2023-03-13 23:40:38,c91727c2-77ca-4664-ad84-ebbf2c65fa04,d5b01751-4c1e-4b02-ab9a-1e91c8cfa5c0,purchase,New Moniquetown,credit,4235284281893784,1
352.34,2023-05-21 17:03:34,50071397-08ef-49df-9c6e-4b5cc5c39e3d,901e73f3-c313-4164-89e4-0eb07d9b6358,transfer,Kelleyfurt,debit,5123453774164840,0
965.74,2022-10-09 23:01:52,b73ee1ab-a981-4efc-8f61-e8e5ada63f04,4af685cd-17c2-4591-b30b-02356d839ac5,purchase,Robertsfurt,debit,5169687281655377,0
842.5,2023-07-23 17:17:54,89792b63-1fe7-4ccb-b182-9bb6adf00a90,01a3f907-a504-4d92-89c1-9eada99aeb2e,refund,Cookland,credit,4804502723823357,0
551.85,2023-01-07 15:55:44,39d67480-087a-466e-baba-73704f6a0a2e,b13db1ab-5a62-4efb-a1a4-8c9232b8da7b,purchase,Juliefurt,debit,5966029308329031,1
731.68,2023-03-30 07:54:56,c2dac62e-0368-491e-8e3f-b16575b1879d,88902097-ba24-4d40-bfd2-2207599ff21c,transfer,Alexandraburgh,debit,5198842503166342,1
918.39,2023-02-04 23:53:51,063123d8-2e6d-4d92-a1ee-ee218d9430d0,27b98ff2-abd9-496a-9fd6-a71a166fe85c,transfer,Teresashire,credit,4323749495460516,0
882.24,2023-03-05 03:14:38,2716f8a6-6f73-4636-96a2-5915902f4ce8,a2ea93d8-0ae7-451b-8be0-5167cc45222c,purchase,Nunezville,debit,5226644333300175,1
976.42,2022-09-29 21:56:27,95ef4de7-e60e-4793-be10-1d27e739e671,4c596589-cb72-4bb2-b510-80f66e75922d,purchase,Waynebury,credit,4813589062932728,0
68.04,2023-06-26 13:13:07,c18036f0-baec-497e-996e-b6926ad706ab,4efb001b-fe74-4898-a5d9-17352cb3645b,purchase,Youngview,debit,5761336367958853,0
786.26,2022-11-29 01:18:34,af93c7d5-70a3-4146-9a02-69553a6ba938,bb0d9bbb-4d0a-4e05-b9c9-37751113773c,purchase,Hartberg,debit,5557152825057230,0
606.51,2023-08-29 08:33:32,cfa3b7fd-7307-42a4-9497-b0ed1459f9db,941d6ed6-ca78-45c2-a5e1-4767c07ce65f,transfer,Christophermouth,credit,4671976087166970,1
317.8,2022-09-27 10:05:55,9d8bac9e-049c-4c4e-92ef-13134418e155,1b6d22ff-7c22-48b9-bdd1-a95810358376,transfer,Buchananland,credit,4596366472447044,1
286.06,2023-05-03 18:44:33,36bda5ae-3e42-4968-95df-d803a3ffcae5,5c904a0f-df36-48a7-9c63-c94ca7834283,purchase,South Rebecca,credit,4524712348302416,0
340.29,2023-07-30 18:51:38,ae0f1786-7e2a-4d13-bf1b-208a9aaee873,50d6a9ba-5ef2-4bba-b161-99303d47e63d,purchase,Lake Danielle,debit,5030381395264531,1
616.53,2023-08-18 20:23:27,3d31960b-4b9c-4770-bbb0-b1c626f22676,dd3d1a94-fe98-458d-bbf5-95796b3cfc3b,refund,Kellyfort,debit,5339334320770940,0
963.93,2023-03-02 14:28:22,6bc322dc-1494-4fb0-869c-b20c1abb6708,8eb8a994-f17a-4694-8397-b89ecb06a8b3,transfer,North Kyle,credit,4448092882388732,1
701.23,2023-04-24 20:02:51,eda683bc-2ef0-412b-8ba0-17c32680828d,84df7a15-0ce7-47d3-bbca-dbdcdad9abad,transfer,Villaside,credit,4887214254773091,1
878.29,2023-08-31 16:07:55,b4f7a13e-a137-4f81-b895-3a1a56b01513,6462cf71-fad8-418f-9f29-94549fa4198e,transfer,East Daniel,debit,5950109142825692,1
478.2,2023-07-20 14:54:44,c6547e1c-2386-409e-bd43-f9cf549d245a,2e4422e3-025e-4f58-8d49-168ea656f58f,purchase,New Heatherview,debit,5383421358802141,0
432.98,2023-05-09 22:56:16,634f322c-3631-4505-8df6-edf09a9af3a0,5031cfb0-7dc3-4123-a2e5-30f956c7e754,purchase,West Lisaside,credit,4997773890644437,1
243.33,2023-04-20 14:06:27,69847c71-a3e0-456a-b560-bd396e821a97,a8b59ac6-19ff-4554-ac21-bb841010cdee,purchase,New Jennifer,debit,5794991037569080,1
935.58,2023-06-04 16:15:02,5bc4d4ba-a429-4753-b880-077df0fd1676,3ce0a7ca-6edf-43d4-bc7f-55a3603bd221,transfer,Johnsonville,credit,4532731775929085,1
412.43,2022-12-06 14:50:52,de689947-c605-4309-8629-9b98d4078e05,8bae3a1c-4295-45ec-9eaa-298c0c1ef554,transfer,Lake Jason,debit,5616625848326634,0
688.12,2023-05-20 15:16:53,f0e85c06-acbf-434c-b256-08b5628f4e12,1e749978-30ab-4640-8cdf-f441642bed03,refund,Mirandabury,credit,4757466114452964,1
586.95,2023-02-22 17:45:41,307e7caa-dbe9-4eb5-80f4-e107f7cb7a95,d3e75494-0644-410a-ac32-46816a7e1df2,purchase,Richardstown,debit,5603570494209278,0
794.36,2023-01-21 12:05:03,876f7600-87d4-4d07-a567-afd5c08409b4,f2f2bee7-cd74-433c-adf3-fb5d3f63b079,purchase,North Jillianton,debit,5908981372152187,0
223.67,2023-04-26 21:37:29,3b127cfe-9fec-4e7d-89a5-5eebe1343077,a32b7a83-7d1e-4f78-8e5c-654e08fc7d4f,transfer,Jamesland,debit,5823238650008572,0
953.45,2023-04-17 14:15:49,73ad139a-c1c3-4d59-a9b4-1bc3deca400d,78d612ae-a41e-4b46-964c-3261a6c0dc51,purchase,Port Brandymouth,credit,4395294360662218,1
306.84,2023-03-23 19:13:11,5030fc20-427b-434f-b877-58d228ed9cfd,0f7b46cd-9c14-4904-9655-c4f23257fc8a,refund,North Anthony,debit,5823884921351848,1
343.87,2023-08-04 21:01:13,758f3de7-1b73-4ff8-9441-65c5279722fc,d022e146-7a65-418b-868a-0fff4245f088,transfer,Manuelbury,debit,5819436634459056,0
552.06,2022-11-25 06:40:36,366a6200-fb1d-40ba-928c-3426363ada92,33410e16-ffc3-4007-bf35-6029e16f9d43,purchase,West Robertland,debit,5543636295717952,0
747.32,2023-04-10 07:08:44,add48a05-cc11-4125-9527-2fdae1c38cdf,ab9dcd72-abc1-4371-b8c9-a392aedc9152,transfer,North Kimberly,credit,4112378158463351,0
142.96,2022-09-27 08:00:02,912dbdf1-9114-45f9-afe8-5593ae8c01b2,a2e59010-d467-4402-be7a-958dc6388cbf,refund,Ryantown,debit,5896473754263413,1
176.91,2023-06-04 10:21:02,868258e4-90bb-42a6-9a95-bc379b1d323c,ba699f8a-a60a-475b-8c3b-1abc2a1a6a2b,purchase,Angelashire,credit,4778013453586137,1
742.57,2023-08-20 22:26:44,ada4a711-09ba-4791-a9bc-525d18fa6312,4b774725-9952-4886-9f86-b7bc7e9db404,purchase,Wendytown,debit,5148317829889044,1
832.67,2022-10-29 19:25:16,10943575-5ccc-4e70-a125-6582d4342aa5,3273146a-b0ea-4da1-b1e9-00f6b67f0e72,refund,Hamiltontown,credit,4279426311609347,1
291.92,2023-06-24 13:52:21,2d647cab-4fef-44cd-9c15-fe95aeb28612,01acf72a-2cd5-41c8-93bf-1a9b8dedd626,refund,Leahmouth,debit,5559432577712103,0
279.65,2022-11-03 06:48:26,d35d87d3-1774-479d-8c87-95e46374689d,78da9106-c871-4dfc-abe0-90ab23cf6c9d,transfer,Port Aprilshire,credit,4723680456473828,0
712.29,2022-10-06 00:42:31,be754d6e-4611-4bf5-8653-5a17433cf3c2,9bf17363-8aac-4a16-a857-a52a40b84cd4,purchase,New Kylie,debit,5324961459343999,1
429.88,2023-09-07 20:51:38,dd071705-dd9b-4085-b378-02cfba95d328,74740200-1103-43b2-9936-2ea85beb1f72,transfer,New Howardburgh,credit,4531570290497785,1
86.91,2023-03-12 19:04:20,3cdbfcdc-b768-4f41-bc04-58d4d420ea6a,3994c47f-a621-4a39-a887-64107604c0b1,transfer,Molinaside,credit,4153026049150111,0
794.77,2023-08-17 17:15:14,f6fa33ab-b7cc-45f1-b794-6ae1f8c0f0de,b043c707-c25e-4525-89a0-a2205b4b777b,transfer,Port Nathanielburgh,credit,4780115966306811,0
487.56,2023-03-15 19:37:54,56cc29c0-03a8-4478-bdd7-d471b60f2993,23eb87d2-5180-4bb8-bd94-06b3ba45bda6,purchase,Lindseychester,credit,4537618892194711,1
280.01,2023-04-28 12:01:51,347827c3-093a-41ef-a68a-389f68ad057f,ddbeba5f-4f41-4197-82ee-4254d4bc1152,refund,Smithberg,credit,4956180583480984,1
509.29,2023-06-13 22:28:07,174f4060-7164-4d95-931c-dcfc3e7baff7,0e5fe9f2-c544-41a5-a0a2-3b1fdefa279e,refund,New Debbie,debit,5602845613720646,0
265.6,2022-11-05 02:13:32,5cd0078b-9034-4060-9e83-59344af19caf,1db0df7a-6513-45e4-9cf4-1e1a6854ea42,refund,Port Nancyville,debit,5378955125835921,1
826.79,2023-01-01 04:03:04,c52849e0-2577-4646-bc0b-1b3fdb1551be,db876b13-f9c4-4ce1-bdf8-839737330649,refund,South Todd,debit,5264911854053232,1
75.09,2023-03-01 06:33:25,a8f83ca1-6af5-40fe-bf92-c6b1e8caa6fc,16e4f0c2-e88b-463f-a2d1-014b84982c62,transfer,Jacobtown,debit,5738262172122568,0
90.08,2023-01-14 15:00:09,a3bab780-6884-4b91-b095-ed88fe294db9,26956d8d-9dc6-4294-bb42-c13558600f4d,refund,South Mathewchester,debit,5611878986361730,1
825.7,2023-03-24 08:29:33,9861e55e-966d-420d-b43b-c16c96b01da3,da186aff-6cf1-4db3-9a2e-c99f96508483,transfer,Lake Gabriellemouth,credit,4061696428100685,1
845.42,2023-08-05 09:03:11,31feb35f-598f-4855-96df-96ceaeec92c7,7289fbde-a7a0-4e69-a386-55549e6821f4,refund,Caseborough,credit,4704647305290826,0
760.73,2023-03-25 18:35:11,750fb874-79b2-47eb-b041-6000a28d3f08,c7dfaadf-4ed1-4e70-ba25-8ed043093c20,transfer,Jamesmouth,debit,5399313094565137,1
282.47,2023-06-27 08:55:01,fba10d8b-5b18-4a17-a6e5-79af7a58b3fb,ae365799-5b5c-43f7-891e-b9714156007a,purchase,New John,debit,5660599976669224,1
145.67,2023-02-09 13:41:10,0103e98b-ab77-45f3-b082-e77348f33373,819342a4-3e3c-46e1-8108-1fe9fafe3efc,purchase,Port Aprilmouth,debit,5051630259390685,0
49.77,2023-03-31 15:44:36,8e87de69-4f92-4cdc-9dcb-6b2b14ec1bee,3ed60ae0-1aaa-43cb-908d-f1fbfd3deadb,refund,New Toniville,credit,4003375325508805,1
113.35,2022-10-06 22:19:58,5c519b7d-a06f-4d7d-851c-eb248bbc42cf,5cf47b18-4824-495e-a5f2-9af2f5a4ff5e,purchase,Williamsbury,debit,5967486535017177,0
695.58,2023-02-11 09:57:22,5f0f6d4f-bce2-41e1-be24-69441bdc4d37,e2be7bec-9446-4e8c-9c12-a8835694cd52,transfer,East Zachary,debit,5872484207689774,1
51.51,2023-07-20 20:54:36,7ae61453-685d-44f5-b00a-24b6379c2556,12f33426-d73f-47e9-a146-b4e2c9a2aaac,purchase,Thomasstad,debit,5635827395066606,0
45.7,2023-05-05 05:13:40,13a29d8f-31c4-4878-bd3a-c7ad6f5a1f4a,a1d32615-607f-4109-b505-f895979b54b5,transfer,Kennethland,debit,5592888219089981,0
13.52,2022-10-31 12:58:46,e714c427-7f81-4af4-a94d-558dc48fe318,d6a7569b-146e-469b-b770-6275286d1b3b,refund,Davisshire,debit,5131518505320742,0
143.12,2022-10-21 19:44:33,f4938950-3cf0-4fe5-b495-ea6dfa660b4f,907b16b8-a540-4b74-b5b2-7ceccf07852b,purchase,Rodgersberg,debit,5082643726605469,0
804.31,2022-10-30 20:17:25,23487c6f-aa40-43a6-a371-be5d3097c36a,6c05cb61-36a7-4062-9e31-d86aa3d40c4a,purchase,New Wendyhaven,debit,5106631914796071,1
459.68,2023-01-27 18:04:19,46dab521-2892-48b4-9627-b7b46d8b918b,24ca8975-03ea-454f-a3bb-d642faeefadc,purchase,East Christie,debit,5421376362095264,0
603.19,2022-12-27 03:06:48,4b84cdd1-0d7e-4119-b1ce-e351b49e1cc5,e360c65c-a79b-4f3d-b60f-72893a30141e,purchase,Lake Williambury,debit,5243836504914806,1
110.35,2023-08-26 13:32:29,9cd92448-8354-4b84-97a7-c6dc4e36f546,4e754d61-3e2f-4342-822c-8957c46832ed,refund,Sanfordhaven,debit,5796189474191354,0
728.45,2023-01-25 04:49:47,eb6d4643-06e1-4798-ac1b-d54fd216d7ea,9ff2dc56-4420-4867-bc16-a11ba391a2b8,purchase,Lake Daniel,debit,5992708714648419,0
191.83,2023-08-21 06:50:14,7332fafc-b45f-457a-8e19-0e7070344941,cf24d70c-5cc6-451b-9668-b22f1b2631c6,refund,Millerstad,debit,5659619269410173,0
578.38,2023-01-28 11:27:41,8b50e1a6-94c0-404c-8896-f568adae24de,64fc6983-b858-40d2-8bee-301fadf0d97a,purchase,South Heatherhaven,credit,4336260859398899,1
579.05,2023-08-16 19:30:45,56a46453-27a9-41d1-9f17-317258b42614,fb82d4dc-661e-4cd4-9c74-24f4d967e8c7,refund,Port Melanie,debit,5706140921877745,1
30.22,2023-05-09 15:39:16,1d7abc56-8a68-4db0-a52b-6cb6f1aff2b5,0d1cf81c-030a-42aa-bb80-e7469473c50a,refund,West Jamesland,credit,4599990294878112,1
226.93,2023-01-26 12:54:25,8e81e241-394f-4ccf-bb8e-960af4320f3e,e3fff61c-29ae-4307-aa3f-19f168cdbc5a,transfer,Barnesberg,credit,4569121815784111,0
268.51,2023-08-23 12:09:37,63436577-87e5-4b29-9c77-2e670678cf6e,0d2d7d13-36cb-46bf-ac78-ec0e1a478615,transfer,Lake Thomasbury,debit,5243751663301030,1
273.5,2022-12-26 09:12:20,94075767-5911-4685-bdd5-0c1982eb4565,81f7d0b9-13b6-42fe-9adc-439726d80550,transfer,South Wayne,debit,5037317091818631,1
695.08,2023-06-23 09:51:50,1b1998f5-dad7-411e-a13c-93eccd137277,b8046611-4bf1-447b-af9c-364210b18dc2,refund,Williamshaven,debit,5220793127308058,1
340.32,2023-09-19 13:57:36,952354ed-dc32-4bf5-a0ab-33109f63a52f,97ddbd1b-889f-4e99-b949-4e98f5d857da,refund,Erikfort,credit,4874066707815039,0
895.3,2023-07-28 21:15:12,ef577e2a-074c-4ab8-88d2-18a27d35c80f,2a98a995-5354-4899-81d5-7add347c34ab,transfer,Singhstad,debit,5245886646962272,1
32.5,2023-09-20 10:27:53,b50a7ae5-71ab-486c-9ca1-8d2b88213bd0,90050044-033f-415b-af87-c14428c0beb7,transfer,Georgefort,credit,4595529113711029,0
135.29,2022-11-11 02:29:06,b896a015-a53f-4e39-8ffe-51f9690cd7dc,9ed2b337-277c-4185-a376-09ba02e3751e,refund,Alvarezville,credit,4218472445195780,0
605.27,2023-01-10 00:30:30,3f057949-3c43-486b-bb8f-269ab02d6ecd,f33fb64a-3291-496c-8d87-da23ee54a32f,purchase,Port Anthonyport,debit,5744776194583296,1
636.24,2023-05-02 09:12:49,4115c365-8f0e-4858-a99c-61612195e3e1,17b71d56-576c-4789-a09e-b2c28af59cad,purchase,East Hollyfort,debit,5030311877722416,0
908.11,2023-05-09 02:01:54,8f512868-a30b-41eb-b980-5a6fce61f9e0,2fd35cba-4906-4162-8c5c-7caf96ef09e4,refund,West Gina,credit,4673201412903753,0
517.01,2023-01-08 07:07:56,98003d86-29ed-498a-9aca-461cb0f856b6,2a39e35f-65e7-472d-9565-87c6c1d44800,purchase,Lake Charles,debit,5889545560411054,0
616.33,2023-01-08 16:28:47,69aa08bf-cf6b-4f37-a421-1e03f1854ce3,5e043f8b-9400-4728-aa48-cc5921e379c0,purchase,Rogersbury,credit,4690420221041461,0
225.77,2022-10-11 15:01:06,3b7bea6a-9089-4ff0-b318-f2d3829e211d,99fe1a52-a65a-43bd-ad28-444a95c1aef1,purchase,Lake Patty,debit,5841344750313764,1
841.17,2022-10-13 00:54:59,772d0298-0fcf-4b69-9c24-c975c1f74221,34bcd55a-e65d-446b-b16e-861112ce9dce,refund,New Brandy,debit,5153372155604231,1
389.48,2023-06-15 12:34:46,b6be40fb-701e-4b53-acaa-1ebce15bea3c,a95a5888-2a29-4896-a856-4100fc119922,refund,Pamside,debit,5418422979116140,0
25.08,2023-08-01 22:42:56,7b3c39aa-e25a-44e0-bcc5-7a818267d78e,9f15dbe6-00b4-458d-88a9-eaecbc41f224,refund,Oliverfort,debit,5112449758325257,1
303.06,2022-10-31 16:57:44,1d04ccb1-f196-4a0b-b84e-425555f10b81,35048586-cab5-473b-a143-b2c7526a87b6,refund,Jessicamouth,credit,4564514002760630,1
861.24,2023-08-20 14:03:49,718d724a-a19c-465b-88ee-61c15dd3b499,f3195625-3fc2-4a67-9db6-67959f43174b,transfer,East Joshua,debit,5465100199655548,0
948.96,2023-08-24 04:21:59,8691f227-0233-45fa-8d57-d73d3fbd1045,7cf82089-f3a4-46ec-8cb3-0330005d3527,transfer,North Jennifer,debit,5843047154264773,0
751.48,2023-04-28 01:14:09,b8943a19-7ade-400b-a653-8c2977ac7ed2,7d269ce9-fc82-4424-8f76-be04e362beed,transfer,Carpenterbury,debit,5948566389620107,1
297.34,2023-08-06 18:23:56,9f9d8067-dd0e-47e1-88f5-5560d9972a8e,b4094762-4d08-4b02-9c66-0a6551e90850,transfer,North Crystalview,credit,4927397178145029,0
816.82,2023-02-04 14:11:37,47ef9845-cc19-43f7-a847-8f84bf30242a,cb45091d-c36e-4613-8055-feabe5c2d86d,transfer,Josephville,credit,4323664708519602,0
275.82,2023-01-25 15:29:14,e0e40758-597e-4ce8-8648-9866f7d00a28,a37d1dac-98a1-4d44-b7ca-7a9ccc7143ed,transfer,Jonesfort,debit,5126568144516687,0
311.11,2023-07-11 15:06:42,8de17be7-0cd9-4126-aaad-a990752ff499,2202ef98-512b-48b0-ab2c-310f161514be,refund,Lake Debra,credit,4302405586740507,0
333.15,2022-10-03 17:27:33,dfa9fb3c-43bc-4366-9e3c-ea8ae81fada5,5b277227-d4a5-4e3d-bd8c-babcb30b03a7,purchase,West Bradleyfort,credit,4177564886477288,1
186.02,2023-06-22 01:50:10,8f20cf95-d0c9-4949-a47a-632b9ead7e0a,90a6abe5-84d5-4116-8ee9-6ac87e03e1ca,transfer,Mckeechester,debit,5286851684553493,1
335.72,2023-04-15 22:01:36,8a4911ce-23e4-4ef3-aaf2-19e8a7869bab,f10982db-fb00-457f-8326-7a37176dbebb,transfer,Port Crystalmouth,credit,4232750411351564,1
206.41,2022-09-27 23:01:35,9bd99f7e-d2e3-494e-8bbb-f9ce5b7b87a3,6089c7d8-0084-46ba-a5cb-f382904084b3,refund,East Donnaton,credit,4859631191055975,1
422.32,2023-06-19 03:17:54,4f4a1785-ae4a-4d7d-939a-042333fa2dac,21acbd77-0d7d-4249-a488-0198ccb737c7,refund,Lake Gary,debit,5318630862056128,1
299.57,2023-04-06 19:11:54,b3807294-8888-42c7-bf91-87ca875a8329,de1f6907-59ba-4742-bee9-509715ae3a9c,transfer,Jonesmouth,debit,5961174062419846,1
149.77,2022-11-07 15:46:36,ea6e2679-43eb-479e-a706-1528ecc30616,991dc63e-5b61-486f-abac-4855e66a01d9,transfer,Weissstad,credit,4077997770273092,0
238.72,2023-01-11 08:41:46,e4ff5baa-5fec-4231-a088-2b0f4c6e640b,093a5fd2-cc5b-4b09-a887-860aae8e7fb5,purchase,North Joseph,credit,4424615929349743,0
791.55,2022-10-29 17:51:46,2fdd4a4d-fa71-413b-9901-39c156f77308,f079fcb5-75b3-4029-8fc7-4bbeaff6b2d1,purchase,East Catherinebury,credit,4295931367421920,0
375.71,2023-07-05 16:24:33,986060b2-45f7-46d6-854d-ce79c08d9ebd,402f61f4-9b9a-4105-91cf-31a636ad832e,purchase,East Samantha,debit,5911048917868948,1
